transaction	agent_name	agent_dbpedia_id	agent_freebase_id	agent_crunchbase_id	recipient_name	recipient_dbpedia_id	recipient_freebase_id	recipient_crunchbase_id	fin_value	currency	date	sentence	sentence_id	score
acquisition	Cisco	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Pirelli	Pirelli	/m/0d63b	organization/pirelli	100000000.0	USD	1999	Cisco, which is buying equipment that expands the capacity of fiber optic telecommunications networks, will also acquire for $100 million a 10 percent stake in each of two Pirelli units producing optical components and undersea cables.	1999-12-21_1162791-offset_190-r1-e1-s1-t1-p7_acquire.01-4	None
acquisition	Intel	Intel_Corporation Intel	/m/03s7h	organization/intel	ATI Technologies	ATI_Technologies	/m/01824j	organization/ati-technologies organization/ati	5600000000.0	USD	2006	Last month, ATI Technologies of Markham, Ontario, one of the two major suppliers of computer graphics chips, was purchased for $5.6 billion by Advanced Micro Devices, Intel's leading rival, which is based in Sunnyvale, Calif.	2006-8-17_1783420-offset_1900-r1-e1-s1-t1-p5_purchase.01-2	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	Bendix	Bendix_Corporation	/m/03grqb1 /m/04wvy1		250000000.0	USD	1988	At the same time, it set up a Rolm distribution company together with I.B.M. Siemens also bought the Bendix Electronics Group from the Allied Signal Corporation for about $250 million in 1988.	1990-2-6_0323795-offset_3499-r1-e1-s1-t1-p1_buy.01-2	None
acquisition	eBay	EBay	/m/0z90c	organization/ebay	Eachnet			organization/eachnet	180000000.0	USD	2007	The next year, eBay acquired the rest of Eachnet, bringing the total price to $180 million.	2006-12-19_1813058-offset_1944-r1-e1-s1-t1-p2_acquire.01-0	None
acquisition	Apple	Apple_Inc.	/m/0k8z	organization/apple	Rhapsody	Rhapsody_(online_music_service)	/m/059tbz /m/05qhx6x	organization/rhapsody	425000000.0	USD	1997	Continuing to gamble big in his efforts to resurrect Apple Computer Inc., Steven P. Jobs, the company's interim chief executive, today effectively killed the Rhapsody operating system, which Apple acquired when it bought Mr. Jobs's company Next Software Inc. for $425 million in 1997.	1998-5-12_1016465-offset_0-r1-e1-s1-t1-p5_acquire.01-7	None
acquisition	Intel Corporation	Intel_Corporation Intel	/m/03s7h	organization/intel	Xircom		/m/02qpxf4	organization/xircom	52000000.0	USD	1997	The Intel Corporation has agreed to buy a 12.5 percent equity stake in the Xircom Corporation for about $52 million in cash, and the companies will cooperate on developing new PC Card-based network connectors.	1997-1-16_0902044-offset_0-r1-e1-s1-t1-p7_buy.01-1	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Internet		/m/0h54_zv	organization/internet-consulting organization/internet-solutions organization/internet-com	34000000.0	USD	1994	For example, Panix, a small  New York-based Internet provider was acquired last summer for $34 million by Performance Systems International, based in Reston, Va., with a national system  of dial-in sites and tens of thousands of customers.	1995-11-13_0808863-offset_5649-r1-e1-s1-t1-p4_acquire.01-1	None
acquisition	UPS	United_Parcel_Service	/m/01d734	organization/united-parcel-service organization/ups	Ltd.	Changhong Choya_Umeshu	/m/0cllnz7 /m/0cll35n /m/0ndskml /m/027fgf1 /m/0c3_5t9 /m/0h_9bkt /m/0fn6yy /m/0ds5rqm		37000000.0	USD	1989	In Britain, UPS purchased IML Air Services Group Ltd., a document and parcel delivery company with annual revenue of about $37 million.	1989-1-20_0215608-offset_582-r1-e1-s1-t1-p1_purchase.01-0	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	United	United_Internet United_Technologies_Corporation	/m/0q6w5lp /m/0d0ktf /m/02_g11 /m/0478w8m	organization/united-technologies organization/united-internet organization/unitedmobile organization/united-services organization/united-technologies-communications	236000000.0	USD	1998	TYCO INTERNATIONAL LTD., Exeter, N.H., said its Submarine Systems Ltd. unit had received a $236 million supply contract for a new fiber optic undersea cable system linking the United States and southern Europe.	1998-2-12_0994874-offset_419-r1-e1-s1-t1-p1_receive.01-2	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	Capital Cities/ABC	Capital_Cities Capital_Cities_Communications	/m/076crp		19000000000.0	USD	1995	Last year, the Walt Disney Company acquired Capital Cities/ABC for $19 billion.	1996-8-26_0873583-offset_604-r1-e1-s1-t1-p1_acquire.01-0	None
acquisition	Cisco	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Stratacom	StrataCom	/m/04k967	organization/stratacom	4000000000.0	USD	1996	Cisco's carrier-sales group essentially did not exist until Cisco acquired Mr. Kriens' previous company, Stratacom, for about $4 billion in 1996.	2000-5-8_1197877-offset_3932-r1-e1-s1-t1-p2_acquire.01-2	None
acquisition	Amazon	Amazon.com	/m/03hbz5 /m/0mgkg	organization/amazon-com organization/amazon	Seattle		/m/03p340h	organization/seattle-software organization/seattle-systems	10000000.0	USD	2002	In the most recent quarter, Amazon took an additional $10 million charge to cover the cost of closing its warehouse in Seattle, its hometown.	2002-4-24_1386750-offset_2111-r1-e1-s1-t1-p2_take.01-0	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	Super Bowl	Super_Bowl	/m/0znfqrr		1050000000.0	USD	1992	CBS bought National Conference Sunday games and Super Bowl XXVI in 1992 in Minneapolis for $1.05 billion.	1990-3-12_0334110-offset_967-r1-e1-s1-t1-p1_buy.01-0	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	local radio	BBC_Local_Radio	/m/02r0r7		1240000000.0	USD	2006	Google agreed to buy dMarc Broadcasting, a maker of software that allows marketers to send advertisements directly to local radio stations, for as much as $1.24 billion.	2006-1-18_1732892-offset_629-r1-e1-s1-t1-p4_buy.01-1	None
acquisition	Intel Corporation	Intel_Corporation Intel	/m/03s7h	organization/intel	Phoenix	Phoenix_Technologies	/m/0j24nlc /m/03cxjpp /m/08lswp /m/0g6y9lx /m/063tcgc	organization/phoenix organization/phoenix-technologies	11000000.0	USD	1995	The Intel Corporation signed a seven-year licensing agreement yesterday with  Phoenix Technologies Ltd., a maker of software that runs key start-up operations of a personal computer, and agreed to buy about $11 million of Phoenix stock.	1995-12-19_0817167-offset_0-r1-e1-s1-t1-p6_buy.01-6	None
acquisition	Apple	Apple_Inc.	/m/0k8z	organization/apple	Next Inc		/m/03p3k_y		400000000.0	USD	1996	Mr. Jobs convinced Apple to buy his company Next Inc. for $400 million in December 1996 for its operating system.	2006-3-27_1750020-offset_8572-r1-e1-s1-t1-p4_buy.01-1	None
acquisition	parent company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	parent company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	957000000.0	USD	1999	The Energy East Corporation, the parent company of the New York State Electric and Gas Corporation, will acquire the CMP Group, the parent company of Central Maine Power, in a transaction valued at $957  million, the companies said yesterday.	1999-6-15_1115499-offset_0-r1-e1-s1-t1-p4_acquire.01-0	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Carbon		/m/0zcpysl	organization/carbon-software	20000000.0	USD	2007	Larry Ellison, the chief executive of the software giant Oracle and the world's 11th-richest man, according to Forbes magazine, recently bought the 21-room Casa Malibu Inn on Carbon Beach for $20 million.	2007-4-1_1837332-offset_135-r1-e1-s1-t1-p1_buy.01-2	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Putnam Investments	Putnam_Investments	/m/02s_cd		24000000000.0	USD	2002	In one of the largest endorsements yet of its $24 billion planned acquisition of Compaq Computer, the Hewlett-Packard Company today received a vow that Putnam Investments, one of its biggest institutional shareholders, would vote for the merger.	2002-3-14_1375669-offset_0-r1-e1-s1-t1-p1_receive.01-2	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	Group	Tata_Motors Tata_Communications Tata_Group	/m/014lk3 /m/03jxtm /m/04338k	organization/group-software organization/tata-communications organization/tata-motors	15000000.0	USD	1999	In another acquisition involving high technology, JDA Advertising in San Francisco, which lists among its clients Avid Technology, I.B.M. and Novell, bought Hurst Group in Salt Lake City, an agency with capitalized billings estimated at $15 million from clients like 3Com and Novell.	1999-7-27_1126393-offset_1352-r1-e1-s1-t1-p3_buy.01-4	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Computer	Apple_Computer	/m/03p1w6v	organization/computer-services organization/computer-services-group	1000	USD	2001	The total cost, not including advertising, was about $10 million for the New Orleans event and $2 million to $3 million for the one in Paris, although Oracle expected to break even after receiving registration fees of up to $1,000 a participant as well as exhibitor and sponsorship fees from companies like Hewlett-Packard and Compaq Computer.	2001-2-23_1272893-offset_3866-r1-e1-s1-t1-p7_receive.01-4	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	Tivoli Systems		/m/0ds17jt /m/09rpsc	organization/tivoli organization/tivoli-systems	783000000.0	USD	1996	A.M. Sacconaghi, an analyst at Sanford C. Bernstein & Company, said that I.B.M.'s purchase of Tivoli Systems in 1996 for $783 million ''was a very good acquisition.''	2005-2-10_1648820-offset_3801-r1-e1-s1-t1-p1_purchase.01-2	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	Infinity		/m/0qc8pkn /m/04kx35v /m/09lhqs	organization/infinity	4900000000.0	USD	1999	Instead, CBS acquired Infinity for $4.9 billion that June, and Mr. Karmazin came aboard to run the combined radio operations of Infinity, Westinghouse and CBS, along with its outdoor advertising business.	1999-11-14_1153347-offset_6194-r1-e1-s1-t1-p3_acquire.01-0	None
acquisition	EBay	EBay	/m/0z90c	organization/ebay	Skype	Skype_Technologies Microsoft_Skype_Division	/m/06whf7 /m/026wfg	organization/skype organization/skype-technologies	2600000000.0	USD	2005	EBay purchased Skype in 2005 for $2.6 billion.	2007-4-19_1841358-offset_2774-r1-e1-s1-t1-p1_purchase.01-0	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	United	United_Internet United_Technologies_Corporation	/m/0q6w5lp /m/0d0ktf /m/02_g11 /m/0478w8m	organization/united-technologies organization/united-internet organization/unitedmobile organization/united-services organization/united-technologies-communications	243000000.0	USD	1991	About $500 million of the Olympic Committee's $800 million budget has come from television rights sold to 60 countries -- CBS bought the United States rights for $243 million -- as well as major sponsors.	1991-12-26_0496375-offset_4536-r1-e1-s1-t1-p2_buy.01-4	None
acquisition	Cisco	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Fibex Systems		/m/0413bd9	organization/fibex-systems	320000000.0	USD	1999	The wave of telecommunications companies attracted to the county by Cisco's investment (the company also bought Fibex Systems in Petaluma in 1999 for $320 million) has reached a critical mass -- at least two dozen companies have moved in over the last two years -- much to the dismay of many residents.	2000-7-16_1215469-offset_5076-r1-e1-s1-t1-p3_buy.01-4	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	ESPN	ESPN	/m/065_gv9 /m/0kc6x	organization/espn	19000000000.0	USD	1995	Now, ESPN has given birth to ESPN2 and is valued at between $3 billion and $5 billion -- a sizable chunk of the $19 billion the Walt Disney Company is paying to acquire Capital Cities/ABC, which owns 80 percent of ESPN.	1995-8-9_0781215-offset_4324-r1-e1-s1-t1-p5_acquire.01-4	None
acquisition	Cisco Systems	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	cable company	Cable_One	/m/0cc8cc	organization/cable-one	2150000000.0	USD	1999	The world's biggest maker of Internet equipment, Cisco Systems Inc., will acquire the optical systems unit of Pirelli S.p.A., the Italian tire and cable company, for $2.15 billion in stock.	1999-12-21_1162791-offset_0-r1-e1-s1-t1-p4_acquire.01-2	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	of America	Motion_Picture_Association_of_America	/m/04z3v /m/017jwt	organization/motion-picture-association-of-america organization/mpa organization/mpay-inc	250000000.0	USD	1991	WHEN word broke on Monday that Hospitality Franchise Systems, a Blackstone Capital Partners subsidiary, had agreed to acquire Days Inns of America Inc. for $250 million, no one was much surprised.	1991-10-3_0478041-offset_0-r1-e1-s1-t1-p3_acquire.01-3	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Advertising	Advertising.com	/m/041332t	organization/advertising-com organization/advertising-solutions	27000000.0	USD	1996	In one deal, Outdoor Systems is buying Villepigue Outdoor Advertising in New York for about $27 million.	1996-12-31_0898657-offset_165-r1-e1-s1-t1-p1_buy.01-0	None
acquisition	eBay	EBay	/m/0z90c	organization/ebay	PayPal	PayPal	/m/01btsf	organization/paypal	1500000000.0	USD	2002	In fact, the two companies have become so intertwined that eBay recently announced plans to acquire PayPal in a $1.5 billion deal, which, New York State regulators said, is scheduled to close later this year.	2002-8-22_1417733-offset_1382-r1-e1-s1-t1-p10_acquire.01-4	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Business	Business.com	/m/06cq4l /m/010gytrc	organization/business-com organization/business-technologies	107000000.0	USD	1995	* Danka Business Systems P.L.C., London, which supplies and services office equipment in the United States, will buy Southern Business Group for $:67 million ($107 million) in cash, beating a higher offer by Berkeley Business Group P.L.C. that offered both cash and shares.	1995-3-25_0750799-offset_330-r1-e1-s1-t1-p5_buy.01-3	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	PeopleSoft	PeopleSoft	/m/01481_	organization/peoplesoft	20000000000.0	USD	2007	In the last three years, Oracle, under its founder, Mr. Ellison, has purchased more than two dozen companies, including its rivals PeopleSoft and Siebel Systems, for a total of about $20 billion.	2007-3-21_1834519-offset_2313-r1-e1-s1-t1-p5_purchase.01-1	None
acquisition	Apple computers	Apple_Inc.	/m/0k8z	organization/apple	D-Link	D-Link	/m/03_90h	organization/d-link	45	USD	2003	Owners of other Apple computers who want to use the mouse and keyboard must purchase a $45 D-Link DBT-120 Bluetooth adapter that plugs into any U.S.B. port.	2003-10-2_1524086-offset_1647-r1-e1-s1-t1-p3_purchase.01-3	None
acquisition	Ask	Ask.com	/m/027j1v /m/0dllc0d	organization/a-s-k organization/ask-technologies organization/ask-com	Beyond	Beyond_Software Beyond_Productions	/m/0nkk52x /m/0dn0pp1 /m/043txmr	organization/beyond-productions organization/beyond-com organization/beyond-media-llc organization/beyond-software	8.95	USD	1997	In fact, ''Ask Any Girl,'' a book of girl-to-girl advice published last year was so well received that the publisher, Beyond Words, of Hillsboro, Ore., has just issued ''Ask Any Girl 2'' ($8.95).	1998-10-18_1054836-offset_168-r1-e1-s1-t1-p1_receive.01-4	None
acquisition	Apple	Apple_Inc.	/m/0k8z	organization/apple	Xerox	Xerox_Corporation Xerox	/m/087c7 /m/05qhv1r	organization/xerox	100000000.0	USD	1989	Delay Seen as an Issue Xerox contends that by incorporating the design and appearance of portions of Xerox's Star graphical user interface, which was copyrighted, in the Lisa and Macintosh and licensing others to use that interface, Apple unjustly received royalties, license fees and other benefits in excess of $100 million that properly belong to Xerox.	1989-12-15_0309270-offset_3596-r1-e1-s1-t1-p2_receive.01-7	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	Business	Business.com	/m/06cq4l /m/010gytrc	organization/business-com organization/business-technologies	6000000	USD	1989	* I.B.M., Armonk, N.Y., acquired a minority equity interest in IBS-Image Business Systems Corp., a New York applications software developer, for $6 million.	1989-6-24_0260951-offset_727-r1-e1-s1-t1-p4_acquire.01-0	None
acquisition	EBay	EBay	/m/0z90c	organization/ebay	ubid		/m/0fgj_r	organization/ubid-holdings organization/ubid	9500000	USD	2002	EBay agreed to buy NeoCom Technology, which runs the popular Taiwan Web sites ubid.com.tw and bid.com.tw, for $9.5 million in cash and an additional sum to be determined when the deal closes.	2002-2-27_1371237-offset_187-r1-e1-s1-t1-p6_buy.01-1	None
acquisition	Apple	Apple_Inc.	/m/0k8z	organization/apple	Apple	Apple_Inc.	/m/0k8z	organization/apple	400000000.0	USD	1996	It is easy sport to point to the ironies involved in Apple's $400 million purchase on Dec. 20 of Next Software Inc., the remaining half of the company Mr. Jobs started after he was expelled from Apple.	1996-12-31_0898564-offset_863-r1-e1-s1-t1-p3_purchase.01-2	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	China		/m/0cqjw69	organization/china-com	270000000.0	USD	1992	* Asea Brown Boveri A.G. said its ABB Combustion Engineering Systems unit, Stamford, Conn., had received a $270 million contract to help build a power plant in China.	1992-4-7_0519653-offset_120-r1-e1-s1-t1-p1_receive.01-3	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Kaplan	Kaplan_International_Colleges Kaplan,_Inc.	/m/0gtxd33 /m/05qhyw_ /m/03lg53	organization/kaplan organization/the-kaplan-group	135000	USD	2003	The CUNY Institute for Urban Systems at City College has received a $135,000 grant from the J. M. Kaplan Fund to study ways to reduce traffic congestion in the metropolitan area by improving mass transit and by imposing higher tolls during rush hour, a concept called value pricing.	2003-1-15_1456788-offset_0-r1-e1-s1-t1-p1_receive.01-0	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	FileNet	FileNet	/m/05k6mf	organization/filenet-corporation	1600000000.0	USD	2006	An article in Business Day on Friday about the planned purchase by I.B.M. of the software company FileNet for $1.6 billion misstated the name of a technology research firm whose analyst, Jim Murphy, commented on competition in the software market.	2006-8-15_1783105-offset_0-r1-e1-s1-t1-p3_purchase.01-2	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Mass		/m/05234vy		51000000.0	USD	1997	Computer Data in Acquisition  Computer Data Systems of Rockville, Md., agreed to buy the privately held Analytical Systems Engineering Corporation of Burlington, Mass., for about $51 million.	1997-5-31_0933606-offset_3464-r1-e1-s1-t1-p4_buy.01-2	None
acquisition	The Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	space	Indian_Space_Research_Organisation	/m/03zwkz		1000000000.0	USD	2002	The Walt Disney Company, parent of networks like ABC and ESPN, agreed this week with OMD, a big media agency owned by the Omnicom Group, for OMD clients like Gillette, McDonald's and PepsiCo to buy an estimated $1 billion worth of commercial time and ad space on Disney-owned media outlets.	2002-6-12_1399970-offset_750-r1-e1-s1-t1-p9_buy.01-4	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	Westinghouse	Westinghouse_Electric Westinghouse_Electric_Company Westinghouse_Electric_Corporation	/m/01jksw /m/01jksf	organization/westinghouse-electric-corporation	19000000000.0	USD	1995	How will the Walt Disney Company's proposed $19 billion acquisition of Capital Cities/ABC and Westinghouse's $5.4 billion offer to buy CBS affect the sports world?	1995-8-2_0779723-offset_0-r1-e1-s1-t1-p1_acquisition.01-1	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Intelligent	Intelligent_Systems	/m/023k11	organization/intelligent-systems organization/intelligent-solutions	10500000.0	USD	1998	Softnet Systems, a small company based in Mountain View, Calif., intends to announce an agreement today to acquire Intelligent Communications, a private concern based in Fremont, Calif., for about $10.5 million in stock, according to executives close to the companies.	1998-11-23_1064458-offset_293-r1-e1-s1-t1-p7_acquire.01-4	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	NBC	NBC National_Broadcasting_Company	/m/05gnf	organization/nbc-internet	19000000000.0	USD	1995	NBC has been owned by General Electric since 1985, and ABC was bought in 1995 by the Walt Disney Company for $19 billion -- the previous record for a media deal..	1999-9-8_1136289-offset_939-r1-e1-s1-t1-p2_buy.01-1	None
